ind,fs,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,prec,prec,prec,prec,prec,prec,prec,prec,prec,prec,prec,prec,prec,prec,prec,prec,prec,srad,srad,srad,srad,srad,srad,srad,srad,srad,srad,srad,srad,srad,srad,srad,srad,srad,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind
ind,fs,jan,feb,mar,apr,mai,jun,jul,aug,sep,oct,nov,dec,djf,mam,jja,son,ann,jan,feb,mar,apr,mai,jun,jul,aug,sep,oct,nov,dec,djf,mam,jja,son,ann,jan,feb,mar,apr,mai,jun,jul,aug,sep,oct,nov,dec,djf,mam,jja,son,ann,jan,feb,mar,apr,mai,jun,jul,aug,sep,oct,nov,dec,djf,mam,jja,son,ann,jan,feb,mar,apr,mai,jun,jul,aug,sep,oct,nov,dec,djf,mam,jja,son,ann,jan,feb,mar,apr,mai,jun,jul,aug,sep,oct,nov,dec,djf,mam,jja,son,ann,jan,feb,mar,apr,mai,jun,jul,aug,sep,oct,nov,dec,djf,mam,jja,son,ann
ind_5276,fs4_8,4.6440,4.5200,6.4400,8.2080,11.6800,14.5560,17.0320,17.1240,14.6760,11.3040,7.5360,5.5400,4.9013,8.7760,16.2373,11.1720,10.2717,8.8040,8.6880,10.5960,12.3720,15.8280,18.7120,19.7200,19.8160,17.3840,13.9960,10.2280,8.2280,8.5733,12.9320,19.4160,13.8693,13.6977,0.4920,0.3520,2.2680,4.0480,7.5160,10.3760,14.3280,14.4320,11.9800,8.6080,4.8440,2.8440,1.2293,4.6107,13.0453,8.4773,6.8407,56.0000,36.0000,44.0000,41.0000,41.0000,49.0000,42.0000,47.0000,59.0000,68.0000,66.0000,59.0000,50.3333,42.0000,46.0000,64.3333,50.6667,2721.0000,4956.0000,8850.0000,13941.0000,16862.0000,18374.0000,17475.0000,14983.0000,10919.0000,6536.0000,3295.0000,2119.0000,3265.3333,13217.6667,16944.0000,6916.6667,10085.9167,0.7416,0.7040,0.7852,0.8652,1.0660,1.3204,1.4964,1.5308,1.3504,1.1200,0.9084,0.7868,0.7441,0.9055,1.4492,1.1263,1.0563,5.4160,5.0600,5.0760,4.7160,4.6760,4.2840,4.3000,4.2080,4.4520,4.6880,4.8920,5.1480,5.2080,4.8227,4.2640,4.6773,4.7430
ind_5279,fs3_12,4.6440,4.5200,6.4400,8.2080,11.6800,14.5560,17.0320,17.1240,14.6760,11.3040,7.5360,5.5400,4.9013,8.7760,16.2373,11.1720,10.2717,8.8040,8.6880,10.5960,12.3720,15.8280,18.7120,19.7200,19.8160,17.3840,13.9960,10.2280,8.2280,8.5733,12.9320,19.4160,13.8693,13.6977,0.4920,0.3520,2.2680,4.0480,7.5160,10.3760,14.3280,14.4320,11.9800,8.6080,4.8440,2.8440,1.2293,4.6107,13.0453,8.4773,6.8407,56.0000,36.0000,44.0000,41.0000,41.0000,49.0000,42.0000,47.0000,59.0000,68.0000,66.0000,59.0000,50.3333,42.0000,46.0000,64.3333,50.6667,2721.0000,4956.0000,8850.0000,13941.0000,16862.0000,18374.0000,17475.0000,14983.0000,10919.0000,6536.0000,3295.0000,2119.0000,3265.3333,13217.6667,16944.0000,6916.6667,10085.9167,0.7416,0.7040,0.7852,0.8652,1.0660,1.3204,1.4964,1.5308,1.3504,1.1200,0.9084,0.7868,0.7441,0.9055,1.4492,1.1263,1.0563,5.4160,5.0600,5.0760,4.7160,4.6760,4.2840,4.3000,4.2080,4.4520,4.6880,4.8920,5.1480,5.2080,4.8227,4.2640,4.6773,4.7430
ind_5023,fs4_3,4.3600,4.3400,6.3280,8.0160,11.4880,14.4440,16.7640,16.8080,14.2760,10.6840,7.0400,5.0760,4.5920,8.6107,16.0053,10.6667,9.9687,8.4760,8.4720,10.4600,12.1480,15.6040,18.5720,19.8360,19.8520,17.3360,13.7240,10.0960,8.1280,8.3587,12.7373,19.4200,13.7187,13.5587,0.2280,0.2160,2.2120,3.9000,7.3560,10.3200,13.7360,13.7440,11.2320,7.6160,3.9840,2.0200,0.8214,4.4893,12.6000,7.6107,6.3803,70.0000,43.0000,51.0000,44.0000,46.0000,53.0000,45.0000,51.0000,62.0000,66.0000,71.0000,68.0000,60.3333,47.0000,49.6667,66.3333,55.8333,2689.0000,4890.0000,8779.0000,13454.0000,16651.0000,18235.0000,17124.0000,14632.0000,10690.0000,6423.0000,3295.0000,2126.0000,3235.0000,12961.3333,16663.6667,6802.6667,9915.6667,0.7248,0.7112,0.7708,0.8196,1.0244,1.2852,1.4204,1.4336,1.2972,1.0976,0.9072,0.7792,0.7384,0.8716,1.3797,1.1007,1.0226,5.4720,5.2040,5.1320,4.7080,4.7040,4.2640,4.2440,4.1680,4.3960,4.6800,4.8040,5.0720,5.2493,4.8480,4.2253,4.6267,4.7373
ind_5104,fs16_12,4.3600,4.3400,6.3280,8.0160,11.4880,14.4440,16.7640,16.8080,14.2760,10.6840,7.0400,5.0760,4.5920,8.6107,16.0053,10.6667,9.9687,8.4760,8.4720,10.4600,12.1480,15.6040,18.5720,19.8360,19.8520,17.3360,13.7240,10.0960,8.1280,8.3587,12.7373,19.4200,13.7187,13.5587,0.2280,0.2160,2.2120,3.9000,7.3560,10.3200,13.7360,13.7440,11.2320,7.6160,3.9840,2.0200,0.8214,4.4893,12.6000,7.6107,6.3803,70.0000,43.0000,51.0000,44.0000,46.0000,53.0000,45.0000,51.0000,62.0000,66.0000,71.0000,68.0000,60.3333,47.0000,49.6667,66.3333,55.8333,2689.0000,4890.0000,8779.0000,13454.0000,16651.0000,18235.0000,17124.0000,14632.0000,10690.0000,6423.0000,3295.0000,2126.0000,3235.0000,12961.3333,16663.6667,6802.6667,9915.6667,0.7248,0.7112,0.7708,0.8196,1.0244,1.2852,1.4204,1.4336,1.2972,1.0976,0.9072,0.7792,0.7384,0.8716,1.3797,1.1007,1.0226,5.4720,5.2040,5.1320,4.7080,4.7040,4.2640,4.2440,4.1680,4.3960,4.6800,4.8040,5.0720,5.2493,4.8480,4.2253,4.6267,4.7373
ind_4807,fs3_5,6.0440,5.8160,7.0200,8.2120,11.0800,13.6080,15.7120,15.7800,14.0200,11.3720,8.5840,7.0440,6.3013,8.7707,15.0333,11.3253,10.3577,9.5880,9.3720,10.5800,11.7600,14.6320,17.1680,18.4920,18.5400,16.7880,14.1280,11.3400,9.8120,9.5907,12.3240,18.0667,14.0853,13.5167,2.4920,2.2560,3.4720,4.6440,7.5240,10.0520,12.9640,13.0080,11.2720,8.5960,5.8280,4.2800,3.0093,5.2133,12.0080,8.5653,7.1990,121.0000,89.0000,82.0000,64.0000,63.0000,67.0000,61.0000,76.0000,87.0000,110.0000,125.0000,125.0000,111.6667,69.6667,68.0000,107.3333,89.1667,2914.0000,5238.0000,9098.0000,14638.0000,18258.0000,19530.0000,17827.0000,15382.0000,11549.0000,6589.0000,3610.0000,2325.0000,3492.3333,13998.0000,17579.6667,7249.3333,10579.8333,0.8016,0.7836,0.8312,0.8656,1.0488,1.2552,1.4612,1.4648,1.3136,1.1340,0.9476,0.8496,0.8116,0.9152,1.3937,1.1317,1.0631,6.6000,6.4200,6.2320,5.4680,5.2880,4.8280,4.6880,4.5200,5.0160,5.7240,6.0000,6.5360,6.5187,5.6627,4.6787,5.5800,5.6100
ind_4958,fs3_5,5.7080,5.4080,6.6960,7.9360,10.7880,13.3760,15.4840,15.6720,13.9440,11.1360,8.1520,6.6560,5.9240,8.4733,14.8440,11.0773,10.0797,9.4480,9.1560,10.4440,11.6880,14.5280,17.1200,18.3320,18.5200,16.8000,13.9920,11.0080,9.5040,9.3693,12.2200,17.9907,13.9333,13.3783,1.9600,1.6520,2.9520,4.1840,7.0280,9.6200,12.6360,12.8280,11.1040,8.2960,5.3120,3.8120,2.4747,4.7214,11.6947,8.2373,6.7820,123.0000,92.0000,82.0000,67.0000,67.0000,68.0000,64.0000,75.0000,83.0000,114.0000,127.0000,133.0000,116.0000,72.0000,69.0000,108.0000,91.2500,2906.0000,5211.0000,9164.0000,14532.0000,18130.0000,19398.0000,18047.0000,15574.0000,11607.0000,6539.0000,3601.0000,2298.0000,3471.6667,13942.0000,17673.0000,7249.0000,10583.9167,0.7880,0.7632,0.8244,0.8540,1.0384,1.2388,1.4344,1.4324,1.2964,1.1252,0.9344,0.8248,0.7920,0.9056,1.3685,1.1187,1.0462,6.4360,6.2800,6.1240,5.3480,5.1680,4.7240,4.6040,4.4520,4.9040,5.5840,5.8320,6.3720,6.3627,5.5467,4.5933,5.4400,5.4857
ind_4939,fs4_5,6.1640,5.9120,7.1240,8.3360,11.1920,13.6920,15.7800,15.9000,14.1040,11.4960,8.7240,7.1320,6.4027,8.8840,15.1240,11.4413,10.4630,9.5480,9.2920,10.5160,11.7240,14.5640,17.0680,18.4640,18.5880,16.7960,14.1840,11.4120,9.8200,9.5533,12.2680,18.0400,14.1307,13.4980,2.7800,2.5320,3.7520,4.9600,7.8120,10.3120,13.0960,13.2160,11.4200,8.8080,6.0400,4.4480,3.2533,5.5080,12.2080,8.7560,7.4313,114.0000,85.0000,76.0000,64.0000,63.0000,64.0000,61.0000,70.0000,77.0000,110.0000,120.0000,125.0000,108.0000,67.6667,65.0000,102.3333,85.7500,2930.0000,5243.0000,9124.0000,14557.0000,18190.0000,19477.0000,18017.0000,15580.0000,11596.0000,6539.0000,3665.0000,2321.0000,3498.0000,13957.0000,17691.3333,7266.6667,10603.2500,0.8196,0.7912,0.8492,0.8844,1.0672,1.2720,1.4732,1.4788,1.3372,1.1608,0.9720,0.8620,0.8243,0.9336,1.4080,1.1567,1.0806,7.0440,6.8040,6.5680,5.7760,5.5600,5.1040,4.9800,4.8560,5.4080,6.1840,6.4600,7.0080,6.9520,5.9680,4.9800,6.0174,5.9793
ind_5236,fs4_5,4.1320,4.2000,6.3720,8.3760,11.8080,14.6880,17.1800,16.9840,14.3240,10.7760,6.8360,4.9960,4.4427,8.8520,16.2840,10.6453,10.0560,8.8480,8.9000,11.0560,13.0520,16.5280,19.3960,20.5840,20.3880,17.7600,14.1840,10.2800,8.4000,8.7160,13.5453,20.1227,14.0747,14.1147,-0.5680,-0.5000,1.6520,3.6480,7.1080,9.9920,13.7400,13.5800,10.8920,7.3480,3.4000,1.5480,0.1600,4.1360,12.4373,7.2134,5.9867,74.0000,44.0000,52.0000,44.0000,45.0000,52.0000,43.0000,48.0000,63.0000,70.0000,73.0000,71.0000,63.0000,47.0000,47.6667,68.6667,56.5833,2726.0000,4841.0000,8766.0000,13454.0000,16722.0000,18192.0000,17324.0000,14780.0000,10774.0000,6444.0000,3325.0000,2152.0000,3239.6667,12980.6667,16765.3333,6847.6667,9958.3333,0.7540,0.7228,0.7820,0.8320,1.0516,1.2880,1.4672,1.4660,1.3052,1.1180,0.9124,0.7852,0.7540,0.8885,1.4071,1.1119,1.0404,4.5000,4.3080,4.3800,4.0000,4.0200,3.6200,3.6200,3.5000,3.6000,3.7760,3.8640,4.1440,4.3173,4.1333,3.5800,3.7467,3.9443
ind_5349,fs3_3,4.1240,4.1080,6.1920,8.1040,11.5440,14.4040,16.7000,16.6320,13.9960,10.5360,6.7560,4.9880,4.4067,8.6133,15.9120,10.4293,9.8403,8.9640,8.9360,11.0240,12.9360,16.3760,19.2440,20.0200,19.9600,17.3080,13.8640,10.0760,8.2960,8.7320,13.4453,19.7414,13.7493,13.9170,-0.7000,-0.7160,1.3680,3.2880,6.7120,9.5840,13.3840,13.3040,10.6680,7.2120,3.4280,1.6680,0.0840,3.7893,12.0907,7.1027,5.7667,86.0000,52.0000,60.0000,49.0000,48.0000,55.0000,46.0000,51.0000,71.0000,85.0000,85.0000,84.0000,74.0000,52.3333,50.6667,80.3333,64.3333,2778.0000,4900.0000,8815.0000,13484.0000,16760.0000,18235.0000,17399.0000,14809.0000,10801.0000,6471.0000,3332.0000,2198.0000,3292.0000,13019.6667,16814.3333,6868.0000,9998.5000,0.7188,0.7020,0.7716,0.8124,1.0384,1.2816,1.4564,1.4388,1.2868,1.0992,0.8936,0.7792,0.7333,0.8741,1.3923,1.0932,1.0232,4.7160,4.4720,4.5000,4.1080,4.1040,3.7080,3.7040,3.5560,3.7000,3.9080,4.0600,4.3440,4.5107,4.2373,3.6560,3.8893,4.0733
